date,WIG20
2015-01-01,2309.39
2015-01-04,2264.75
2015-01-06,2307.46
2015-01-07,2361.48
2015-01-08,2337.21
2015-01-11,2330.04
2015-01-12,2367.65
2015-01-13,2336.66
2015-01-14,2265.21
2015-01-15,2252.33
2015-01-18,2255.12
2015-01-19,2242.42
2015-01-20,2287.86
2015-01-21,2319.45
2015-01-22,2319.59
2015-01-25,2307.29
2015-01-26,2309.86
2015-01-27,2319.18
2015-01-28,2340.77
2015-01-29,2341.0
2015-02-01,2330.14
2015-02-02,2335.42
2015-02-03,2341.68
2015-02-04,2341.58
2015-02-05,2354.47
2015-02-08,2339.79
2015-02-09,2340.12
2015-02-10,2323.5
2015-02-11,2338.37
2015-02-12,2346.95
2015-02-15,2362.0
2015-02-16,2360.31
2015-02-17,2346.71
2015-02-18,2348.06
2015-02-19,2348.94
2015-02-22,2365.58
2015-02-23,2363.61
2015-02-24,2354.65
2015-02-25,2361.01
2015-02-26,2367.1
2015-03-01,2358.25
2015-03-02,2323.09
2015-03-03,2338.0
2015-03-04,2355.75
2015-03-05,2345.93
2015-03-08,2344.12
2015-03-09,2312.96
2015-03-10,2325.12
2015-03-11,2329.81
2015-03-12,2303.4
2015-03-15,2311.04
2015-03-16,2330.39
2015-03-17,2344.36
2015-03-18,2384.78
2015-03-19,2407.7
2015-03-22,2414.39
2015-03-23,2412.32
2015-03-24,2395.4
2015-03-25,2376.39
2015-03-26,2373.18
2015-03-29,2396.44
2015-03-30,2395.94
2015-03-31,2392.7
2015-04-01,2400.65
2015-04-06,2420.78
2015-04-07,2424.82
2015-04-08,2441.89
2015-04-09,2443.62
2015-04-12,2442.47
2015-04-13,2434.89
2015-04-14,2475.33
2015-04-15,2503.65
2015-04-16,2463.96
2015-04-19,2505.34
2015-04-20,2509.5
2015-04-21,2520.38
2015-04-22,2522.78
2015-04-23,2519.2
2015-04-26,2549.4
2015-04-27,2548.98
2015-04-28,2521.57
2015-04-29,2514.63
2015-05-03,2523.09
2015-05-04,2507.95
2015-05-05,2524.54
2015-05-06,2522.61
2015-05-07,2546.78
2015-05-10,2535.1
2015-05-11,2542.65
2015-05-12,2540.26
2015-05-13,2513.58
2015-05-14,2514.84
2015-05-17,2523.59
2015-05-18,2523.35
2015-05-19,2521.07
2015-05-20,2524.83
2015-05-21,2516.76
2015-05-24,2473.17
2015-05-25,2448.81
2015-05-26,2460.74
2015-05-27,2441.15
2015-05-28,2437.81
2015-05-31,2437.09
2015-06-01,2408.73
2015-06-02,2388.93
2015-06-04,2365.58
2015-06-07,2354.26
2015-06-08,2338.65
2015-06-09,2384.49
2015-06-10,2383.87
2015-06-11,2358.73
2015-06-14,2358.03
2015-06-15,2356.77
2015-06-16,2321.39
2015-06-17,2334.36
2015-06-18,2299.35
2015-06-21,2350.09
2015-06-22,2341.26
2015-06-23,2348.97
2015-06-24,2354.74
2015-06-25,2333.82
2015-06-28,2291.23
2015-06-29,2317.84
2015-06-30,2293.03
2015-07-01,2294.37
2015-07-02,2278.17
2015-07-05,2272.09
2015-07-06,2218.64
2015-07-07,2216.39
2015-07-08,2230.65
2015-07-09,2270.84
2015-07-12,2269.0
2015-07-13,2259.98
2015-07-14,2257.62
2015-07-15,2298.54
2015-07-16,2285.03
2015-07-19,2244.63
2015-07-20,2249.67
2015-07-21,2185.83
2015-07-22,2200.84
2015-07-23,2187.67
2015-07-26,2189.08
2015-07-27,2194.24
2015-07-28,2212.02
2015-07-29,2188.92
2015-07-30,2227.51
2015-08-02,2230.28
2015-08-03,2227.98
2015-08-04,2258.62
2015-08-05,2196.22
2015-08-06,2196.78
2015-08-09,2222.25
2015-08-10,2219.57
2015-08-11,2200.08
2015-08-12,2224.74
2015-08-13,2198.22
2015-08-16,2174.11
2015-08-17,2169.59
2015-08-18,2192.14
2015-08-19,2200.86
2015-08-20,2179.73
2015-08-23,2056.38
2015-08-24,2070.56
2015-08-25,2074.49
2015-08-26,2117.83
2015-08-27,2145.12
2015-08-30,2163.71
2015-08-31,2115.75
2015-09-01,2107.58
2015-09-02,2155.07
2015-09-03,2146.47
2015-09-06,2132.36
2015-09-07,2135.15
2015-09-08,2142.53
2015-09-09,2184.96
2015-09-10,2185.46
2015-09-13,2183.05
2015-09-14,2185.88
2015-09-15,2181.8
2015-09-16,2199.46
2015-09-17,2168.19
2015-09-20,2178.27
2015-09-21,2137.88
2015-09-22,2106.8
2015-09-23,2082.95
2015-09-24,2091.73
2015-09-27,2059.41
2015-09-28,2043.0
2015-09-29,2066.37
2015-09-30,2049.93
2015-10-01,2036.32
2015-10-04,2088.27
2015-10-05,2102.87
2015-10-06,2110.39
2015-10-07,2126.48
2015-10-08,2143.28
2015-10-11,2133.56
2015-10-12,2123.43
2015-10-13,2118.97
2015-10-14,2136.42
2015-10-15,2121.94
2015-10-18,2111.04
2015-10-19,2116.81
2015-10-20,2105.65
2015-10-21,2106.27
2015-10-22,2107.43
2015-10-25,2110.74
2015-10-26,2113.06
2015-10-27,2105.63
2015-10-28,2059.34
2015-10-29,2060.03
2015-11-01,2077.09
2015-11-02,2061.38
2015-11-03,2063.08
2015-11-04,2041.24
2015-11-05,2019.78
2015-11-08,2012.97
2015-11-09,2021.92
2015-11-11,2013.67
2015-11-12,1978.87
2015-11-15,1971.43
2015-11-16,2007.62
2015-11-17,2023.98
2015-11-18,2009.73
2015-11-19,2021.99
2015-11-22,1982.57
2015-11-23,1943.99
2015-11-24,1943.3
2015-11-25,1963.89
2015-11-26,1936.05
2015-11-29,1925.72
2015-11-30,1923.94
2015-12-01,1886.5
2015-12-02,1867.96
2015-12-03,1868.24
2015-12-06,1864.92
2015-12-07,1814.88
2015-12-08,1773.21
2015-12-09,1798.86
2015-12-10,1757.37
2015-12-13,1754.74
2015-12-14,1771.99
2015-12-15,1803.68
2015-12-16,1840.57
2015-12-17,1858.87
2015-12-20,1866.19
2015-12-21,1873.78
2015-12-22,1879.75
2015-12-27,1876.33
2015-12-28,1893.32
2015-12-29,1859.15
2016-01-03,1804.42
2016-01-04,1792.01
2016-01-06,1745.46
2016-01-07,1725.14
2016-01-10,1703.78
2016-01-11,1750.51
2016-01-12,1772.48
2016-01-13,1776.96
2016-01-14,1734.87
2016-01-17,1679.22
2016-01-18,1692.52
2016-01-19,1674.57
2016-01-20,1683.81
2016-01-21,1727.22
2016-01-24,1729.62
2016-01-25,1713.36
2016-01-26,1728.84
2016-01-27,1755.39
2016-01-28,1780.25
2016-01-31,1777.54
2016-02-01,1731.64
2016-02-02,1739.08
2016-02-03,1788.65
2016-02-04,1790.87
2016-02-07,1769.71
2016-02-08,1767.45
2016-02-09,1760.99
2016-02-10,1758.93
2016-02-11,1765.53
2016-02-14,1787.98
2016-02-15,1783.93
2016-02-16,1847.95
2016-02-17,1853.76
2016-02-18,1841.06
2016-02-21,1859.73
2016-02-22,1844.96
2016-02-23,1818.37
2016-02-24,1838.17
2016-02-25,1844.57
2016-02-28,1824.08
2016-02-29,1825.07
2016-03-01,1825.15
2016-03-02,1877.15
2016-03-03,1873.51
2016-03-06,1895.41
2016-03-07,1876.49
2016-03-08,1878.59
2016-03-09,1887.31
2016-03-10,1910.87
2016-03-13,1913.83
2016-03-14,1906.08
2016-03-15,1905.69
2016-03-16,1944.21
2016-03-17,1961.97
2016-03-20,1952.63
2016-03-21,1962.98
2016-03-22,1935.61
2016-03-23,1936.19
2016-03-28,1953.84
2016-03-29,1999.93
2016-03-30,1997.69
2016-03-31,1973.24
2016-04-03,1986.14
2016-04-04,1933.84
2016-04-05,1919.59
2016-04-06,1905.1
2016-04-07,1919.42
2016-04-10,1914.22
2016-04-11,1907.72
2016-04-12,1944.36
2016-04-13,1951.75
2016-04-14,1939.95
2016-04-17,1946.34
2016-04-18,1964.84
2016-04-19,1962.88
2016-04-20,1950.38
2016-04-21,1943.03
2016-04-24,1925.34
2016-04-25,1916.35
2016-04-26,1892.48
2016-04-27,1897.98
2016-04-28,1896.64
2016-05-01,1899.72
2016-05-03,1865.25
2016-05-04,1837.71
2016-05-05,1852.71
2016-05-08,1848.45
2016-05-09,1825.17
2016-05-10,1818.02
2016-05-11,1816.09
2016-05-12,1815.38
2016-05-15,1853.78
2016-05-16,1846.5
2016-05-17,1841.84
2016-05-18,1799.9
2016-05-19,1806.38
2016-05-22,1818.97
2016-05-23,1831.15
2016-05-24,1849.27
2016-05-26,1839.22
2016-05-29,1841.79
2016-05-30,1808.24
2016-05-31,1759.49
2016-06-01,1762.28
2016-06-02,1793.43
2016-06-05,1797.27
2016-06-06,1832.79
2016-06-07,1843.85
2016-06-08,1814.14
2016-06-09,1782.02
2016-06-12,1780.01
2016-06-13,1762.61
2016-06-14,1772.91
2016-06-15,1733.48
2016-06-16,1754.45
2016-06-19,1793.83
2016-06-20,1802.61
2016-06-21,1823.03
2016-06-22,1853.71
2016-06-23,1769.67
2016-06-26,1732.19
2016-06-27,1751.81
2016-06-28,1756.2
2016-06-29,1750.69
2016-06-30,1744.56
2016-07-03,1724.5
2016-07-04,1715.95
2016-07-05,1689.92
2016-07-06,1713.51
2016-07-07,1705.43
2016-07-10,1745.43
2016-07-11,1754.38
2016-07-12,1744.15
2016-07-13,1745.34
2016-07-14,1759.41
2016-07-17,1788.12
2016-07-18,1792.47
2016-07-19,1800.41
2016-07-20,1803.68
2016-07-21,1792.97
2016-07-24,1814.75
2016-07-25,1803.96
2016-07-26,1797.63
2016-07-27,1788.51
2016-07-28,1759.74
2016-07-31,1762.12
2016-08-01,1803.63
2016-08-02,1790.09
2016-08-03,1820.24
2016-08-04,1825.45
2016-08-07,1837.05
2016-08-08,1847.15
2016-08-09,1852.54
2016-08-10,1864.7
2016-08-11,1857.7
2016-08-15,1846.86
2016-08-16,1824.4
2016-08-17,1821.01
2016-08-18,1800.17
2016-08-21,1800.34
2016-08-22,1790.6
2016-08-23,1786.32
2016-08-24,1781.68
2016-08-25,1775.9
2016-08-28,1777.35
2016-08-29,1798.23
2016-08-30,1793.56
2016-08-31,1761.68
2016-09-01,1767.55
2016-09-04,1788.02
2016-09-05,1790.83
2016-09-06,1810.02
2016-09-07,1793.48
2016-09-08,1754.12
2016-09-11,1731.37
2016-09-12,1727.69
2016-09-13,1736.68
2016-09-14,1745.97
2016-09-15,1734.26
2016-09-18,1749.78
2016-09-19,1755.59
2016-09-20,1758.47
2016-09-21,1776.22
2016-09-22,1762.48
2016-09-25,1740.05
2016-09-26,1732.81
2016-09-27,1734.59
2016-09-28,1730.45
2016-09-29,1709.51
2016-10-02,1725.44
2016-10-03,1754.04
2016-10-04,1762.23
2016-10-05,1761.9
2016-10-06,1751.72
2016-10-09,1765.95
2016-10-10,1757.04
2016-10-11,1760.43
2016-10-12,1727.55
2016-10-13,1719.64
2016-10-16,1714.2
2016-10-17,1721.21
2016-10-18,1744.53
2016-10-19,1748.99
2016-10-20,1752.25
2016-10-23,1782.79
2016-10-24,1785.59
2016-10-25,1779.73
2016-10-26,1795.33
2016-10-27,1817.79
2016-10-30,1814.66
2016-11-01,1765.62
2016-11-02,1767.37
2016-11-03,1758.22
2016-11-06,1761.79
2016-11-07,1783.22
2016-11-08,1790.66
2016-11-09,1796.75
2016-11-13,1753.86
2016-11-14,1754.02
2016-11-15,1758.54
2016-11-16,1742.39
2016-11-17,1725.74
2016-11-20,1756.35
2016-11-21,1775.66
2016-11-22,1796.63
2016-11-23,1807.27
2016-11-24,1796.3
2016-11-27,1776.3
2016-11-28,1780.04
2016-11-29,1798.22
2016-11-30,1783.94
2016-12-01,1783.57
2016-12-04,1845.66
2016-12-05,1876.56
2016-12-06,1889.51
2016-12-07,1921.08
2016-12-08,1899.76
2016-12-11,1882.58
2016-12-12,1919.49
2016-12-13,1934.87
2016-12-14,1911.16
2016-12-15,1918.54
2016-12-18,1924.67
2016-12-19,1940.46
2016-12-20,1927.9
2016-12-21,1943.73
2016-12-22,1933.6
2016-12-26,1936.72
2016-12-27,1932.75
2016-12-28,1946.32
2016-12-29,1947.92
2017-01-01,1956.72
2017-01-02,1989.64
2017-01-03,1999.93
2017-01-04,1998.76
2017-01-08,2009.19
2017-01-09,2023.64
2017-01-10,2030.64
2017-01-11,2022.95
2017-01-12,2015.89
2017-01-15,2025.25
2017-01-16,2015.28
2017-01-17,2005.65
2017-01-18,2015.47
2017-01-19,2006.01
2017-01-22,1991.36
2017-01-23,2013.17
2017-01-24,2079.15
2017-01-25,2080.4
2017-01-26,2084.05
2017-01-29,2051.49
2017-01-30,2056.83
2017-01-31,2079.1
2017-02-01,2065.14
2017-02-02,2076.12
2017-02-05,2089.61
2017-02-06,2086.54
2017-02-07,2083.65
2017-02-08,2132.4
2017-02-09,2154.79
2017-02-12,2179.66
2017-02-13,2173.76
2017-02-14,2184.33
2017-02-15,2215.36
2017-02-16,2188.3
2017-02-19,2192.79
2017-02-20,2248.52
2017-02-21,2251.02
2017-02-22,2256.01
2017-02-23,2212.04
2017-02-26,2210.26
2017-02-27,2191.25
2017-02-28,2253.96
2017-03-01,2254.51
2017-03-02,2232.98
2017-03-05,2217.41
2017-03-06,2200.98
2017-03-07,2213.24
2017-03-08,2189.66
2017-03-09,2200.03
2017-03-12,2242.55
2017-03-13,2238.38
2017-03-14,2229.87
2017-03-15,2283.7
2017-03-16,2296.97
2017-03-19,2281.45
2017-03-20,2252.57
2017-03-21,2223.84
2017-03-22,2235.33
2017-03-23,2234.82
2017-03-26,2201.88
2017-03-27,2225.41
2017-03-28,2214.45
2017-03-29,2209.1
2017-03-30,2175.96
2017-04-02,2219.88
2017-04-03,2239.3
2017-04-04,2253.64
2017-04-05,2254.47
2017-04-06,2248.33
2017-04-09,2244.02
2017-04-10,2221.82
2017-04-11,2214.06
2017-04-12,2233.63
2017-04-17,2237.36
2017-04-18,2274.69
2017-04-19,2285.82
2017-04-20,2264.07
2017-04-23,2296.9
2017-04-24,2353.17
2017-04-25,2383.97
2017-04-26,2382.78
2017-04-27,2376.87
2017-05-01,2392.09
2017-05-03,2381.0
2017-05-04,2382.17
2017-05-07,2374.23
2017-05-08,2413.53
2017-05-09,2380.25
2017-05-10,2364.93
2017-05-11,2368.5
2017-05-14,2377.15
2017-05-15,2340.34
2017-05-16,2302.21
2017-05-17,2295.14
2017-05-18,2328.7
2017-05-21,2343.13
2017-05-22,2307.84
2017-05-23,2324.99
2017-05-24,2358.41
2017-05-25,2326.28
2017-05-28,2323.58
2017-05-29,2292.27
2017-05-30,2281.18
2017-05-31,2278.26
2017-06-01,2303.21
2017-06-04,2276.01
2017-06-05,2303.68
2017-06-06,2308.64
2017-06-07,2340.23
2017-06-08,2330.72
2017-06-11,2295.01
2017-06-12,2302.41
2017-06-13,2295.99
2017-06-15,2304.5
2017-06-18,2334.27
2017-06-19,2302.83
2017-06-20,2319.13
2017-06-21,2308.16
2017-06-22,2304.48
2017-06-25,2337.69
2017-06-26,2345.05
2017-06-27,2327.68
2017-06-28,2329.26
2017-06-29,2299.8
2017-07-02,2323.74
2017-07-03,2294.27
2017-07-04,2307.49
2017-07-05,2300.74
2017-07-06,2295.82
2017-07-09,2300.66
2017-07-10,2297.73
2017-07-11,2341.54
2017-07-12,2350.83
2017-07-13,2350.43
2017-07-16,2372.17
2017-07-17,2360.75
2017-07-18,2374.31
2017-07-19,2358.5
2017-07-20,2343.1
2017-07-23,2334.69
2017-07-24,2341.36
2017-07-25,2360.26
2017-07-26,2350.91
2017-07-27,2360.42
2017-07-30,2374.17
2017-07-31,2386.4
2017-08-01,2366.06
2017-08-02,2365.48
2017-08-03,2380.16
2017-08-06,2388.21
2017-08-07,2425.02
2017-08-08,2408.11
2017-08-09,2382.67
2017-08-10,2371.72
2017-08-13,2376.66
2017-08-15,2381.18
2017-08-16,2353.18
2017-08-17,2359.87
2017-08-20,2377.28
2017-08-21,2387.24
2017-08-22,2391.06
2017-08-23,2456.27
2017-08-24,2471.74
2017-08-27,2531.31
2017-08-28,2497.58
2017-08-29,2524.57
2017-08-30,2516.26
2017-08-31,2527.62
2017-09-03,2519.42
2017-09-04,2517.45
2017-09-05,2512.4
2017-09-06,2491.79
2017-09-07,2483.58
2017-09-10,2513.44
2017-09-11,2505.88
2017-09-12,2500.16
2017-09-13,2507.43
2017-09-14,2498.32
2017-09-17,2501.75
2017-09-18,2502.81
2017-09-19,2499.63
2017-09-20,2468.72
2017-09-21,2480.73
2017-09-24,2453.15
2017-09-25,2443.34
2017-09-26,2433.82
2017-09-27,2427.04
2017-09-28,2453.46
2017-10-01,2469.58
2017-10-02,2469.51
2017-10-03,2444.19
2017-10-04,2463.45
2017-10-05,2479.46
2017-10-08,2499.35
2017-10-09,2516.49
2017-10-10,2551.78
2017-10-11,2537.69
2017-10-12,2528.16
2017-10-15,2534.52
2017-10-16,2514.36
2017-10-17,2502.34
2017-10-18,2467.49
2017-10-19,2465.51
2017-10-22,2473.42
2017-10-23,2448.45
2017-10-24,2449.89
2017-10-25,2456.17
2017-10-26,2488.5
2017-10-29,2517.03
2017-10-30,2524.9
2017-11-01,2501.4
2017-11-02,2494.52
2017-11-05,2515.34
2017-11-06,2536.37
2017-11-07,2513.34
2017-11-08,2478.21
2017-11-09,2457.62
2017-11-12,2454.6
2017-11-13,2464.35
2017-11-14,2418.96
2017-11-15,2411.11
2017-11-16,2443.83
2017-11-19,2468.09
2017-11-20,2489.08
2017-11-21,2489.5
2017-11-22,2503.93
2017-11-23,2479.25
2017-11-26,2497.15
2017-11-27,2485.71
2017-11-28,2436.24
2017-11-29,2408.69
2017-11-30,2389.92
2017-12-03,2404.15
2017-12-04,2407.72
2017-12-05,2394.67
2017-12-06,2393.34
2017-12-07,2408.83
2017-12-10,2386.93
2017-12-11,2413.68
2017-12-12,2409.46
2017-12-13,2434.61
2017-12-14,2416.95
2017-12-17,2466.08
2017-12-18,2455.99
2017-12-19,2459.33
2017-12-20,2463.59
2017-12-21,2445.65
2017-12-26,2480.63
2017-12-27,2480.25
2017-12-28,2461.21
2018-01-02,2463.25
2018-01-03,2533.17
2018-01-04,2529.55
2018-01-07,2548.61
2018-01-08,2528.38
2018-01-09,2511.27
2018-01-10,2534.56
2018-01-11,2539.29
2018-01-14,2542.65
2018-01-15,2591.1
2018-01-16,2600.37
2018-01-17,2591.22
2018-01-18,2601.82
2018-01-21,2620.87
2018-01-22,2630.37
2018-01-23,2621.59
2018-01-24,2589.3
2018-01-25,2600.48
2018-01-28,2593.4
2018-01-29,2566.14
2018-01-30,2553.81
2018-01-31,2534.21
2018-02-01,2507.24
2018-02-04,2505.98
2018-02-05,2412.03
2018-02-06,2441.67
2018-02-07,2406.48
2018-02-08,2382.79
2018-02-11,2414.41
2018-02-12,2431.67
2018-02-13,2449.79
2018-02-14,2423.57
2018-02-15,2406.96
2018-02-18,2408.49
2018-02-19,2413.23
2018-02-20,2405.47
2018-02-21,2410.69
2018-02-22,2406.11
2018-02-25,2408.63
2018-02-26,2421.51
2018-02-27,2364.32
2018-02-28,2334.96
2018-03-01,2314.23
2018-03-04,2330.1
2018-03-05,2339.51
2018-03-06,2359.57
2018-03-07,2322.09
2018-03-08,2354.54
2018-03-11,2378.72
2018-03-12,2353.02
2018-03-13,2335.97
2018-03-14,2321.87
2018-03-15,2285.08
2018-03-18,2248.53
2018-03-19,2272.09
2018-03-20,2320.77
2018-03-21,2274.1
2018-03-22,2257.22
2018-03-25,2240.65
2018-03-26,2246.32
2018-03-27,2203.7
2018-03-28,2210.38
2018-04-02,2239.15
2018-04-03,2200.99
2018-04-04,2243.58
2018-04-05,2258.8
2018-04-08,2262.16
2018-04-09,2274.81
2018-04-10,2271.93
2018-04-11,2306.44
2018-04-12,2310.32
2018-04-15,2300.2
2018-04-16,2307.95
2018-04-17,2315.5
2018-04-18,2324.73
2018-04-19,2298.2
2018-04-22,2291.59
2018-04-23,2269.06
2018-04-24,2257.0
2018-04-25,2283.15
