date,WIG20
2021-08-31,2371.16
2021-09-01,2391.94
2021-09-02,2380.82
2021-09-05,2416.38
2021-09-06,2394.79
2021-09-07,2364.63
2021-09-08,2356.39
2021-09-09,2360.7
2021-09-12,2387.74
2021-09-13,2376.01
2021-09-14,2355.23
2021-09-15,2357.28
2021-09-16,2333.01
2021-09-19,2272.52
2021-09-20,2278.11
2021-09-21,2334.1
2021-09-22,2320.51
2021-09-23,2299.18
2021-09-26,2292.47
2021-09-27,2275.68
2021-09-28,2290.97
2021-09-29,2310.29
2021-09-30,2327.88
2021-10-03,2338.09
2021-10-04,2364.72
2021-10-05,2349.46
2021-10-06,2359.54
2021-10-07,2411.12
2021-10-10,2457.36
2021-10-11,2472.33
2021-10-12,2451.89
2021-10-13,2459.5
2021-10-14,2453.98
2021-10-17,2459.81
2021-10-18,2447.54
2021-10-19,2443.11
2021-10-20,2427.35
2021-10-21,2417.09
2021-10-24,2427.19
2021-10-25,2425.29
2021-10-26,2404.82
2021-10-27,2392.67
2021-10-28,2405.05
2021-11-01,2407.53
2021-11-02,2380.11
2021-11-03,2438.8
2021-11-04,2439.16
2021-11-07,2423.92
2021-11-08,2395.05
2021-11-09,2366.59
2021-11-11,2358.23
2021-11-14,2335.04
2021-11-15,2340.03
2021-11-16,2317.49
2021-11-17,2271.31
2021-11-18,2248.18
2021-11-21,2247.82
2021-11-22,2261.15
2021-11-23,2239.75
2021-11-24,2229.44
2021-11-25,2143.13
2021-11-28,2148.62
2021-11-29,2194.37
2021-11-30,2217.18
2021-12-01,2201.86
2021-12-02,2179.71
2021-12-05,2190.67
2021-12-06,2231.12
2021-12-07,2219.62
2021-12-08,2212.81
2021-12-09,2213.78
2021-12-12,2214.38
2021-12-13,2211.81
2021-12-14,2161.04
2021-12-15,2213.89
2021-12-16,2194.56
2021-12-19,2189.91
2021-12-20,2185.47
2021-12-21,2212.32
2021-12-22,2225.8
2021-12-26,2226.24
2021-12-27,2252.43
2021-12-28,2260.7
2021-12-29,2266.92
2022-01-02,2286.5
2022-01-03,2300.68
2022-01-04,2310.97
2022-01-06,2311.93
2022-01-09,2291.23
2022-01-10,2344.45
2022-01-11,2411.11
2022-01-12,2407.62
2022-01-13,2383.16
2022-01-16,2365.29
2022-01-17,2317.36
2022-01-18,2316.94
2022-01-19,2308.94
2022-01-20,2273.81
2022-01-23,2170.36
2022-01-24,2199.6
2022-01-25,2233.18
2022-01-26,2234.33
2022-01-27,2183.7
2022-01-30,2209.62
2022-01-31,2224.28
2022-02-01,2252.92
2022-02-02,2235.15
2022-02-03,2174.57
2022-02-06,2171.62
2022-02-07,2215.12
2022-02-08,2235.93
2022-02-09,2213.21
2022-02-10,2203.13
2022-02-13,2161.79
2022-02-14,2209.7
2022-02-15,2212.73
2022-02-16,2175.61
2022-02-17,2143.28
2022-02-20,2069.53
2022-02-21,2101.31
2022-02-22,2038.99
2022-02-23,1817.45
2022-02-24,1970.78
2022-02-27,1999.88
2022-02-28,1967.01
2022-03-01,2043.96
2022-03-02,2009.56
2022-03-03,1918.75
2022-03-06,1934.94
2022-03-07,1908.1
2022-03-08,1973.25
2022-03-09,1970.27
2022-03-10,2033.49
2022-03-13,1972.14
2022-03-14,1999.93
2022-03-15,2060.07
2022-03-16,2125.29
2022-03-17,2099.26
2022-03-20,2093.04
2022-03-21,2121.52
2022-03-22,2120.86
2022-03-23,2138.8
2022-03-24,2115.58
2022-03-27,2123.12
2022-03-28,2171.56
2022-03-29,2179.56
2022-03-30,2133.05
2022-03-31,2164.81
2022-04-03,2157.79
2022-04-04,2123.49
2022-04-05,2107.82
2022-04-06,2076.63
2022-04-07,2085.07
2022-04-10,2121.65
2022-04-11,2094.01
2022-04-12,2104.32
2022-04-13,2093.17
2022-04-18,2068.52
2022-04-19,2047.81
2022-04-20,2028.76
2022-04-21,1973.31
2022-04-24,1919.55
2022-04-25,1896.46
2022-04-26,1883.09
2022-04-27,1884.42
2022-04-28,1858.12
2022-05-01,1824.05
2022-05-03,1812.56
2022-05-04,1765.85
2022-05-05,1765.14
2022-05-08,1727.34
2022-05-09,1719.24
2022-05-10,1718.07
2022-05-11,1691.62
2022-05-12,1765.63
2022-05-15,1762.22
2022-05-16,1800.55
2022-05-17,1801.68
2022-05-18,1776.4
2022-05-19,1782.66
2022-05-22,1836.87
2022-05-23,1810.98
2022-05-24,1796.58
2022-05-25,1827.01
2022-05-26,1810.68
2022-05-29,1858.6
2022-05-30,1842.93
2022-05-31,1822.57
2022-06-01,1833.76
2022-06-02,1819.99
2022-06-05,1849.55
2022-06-06,1828.57
2022-06-07,1792.8
2022-06-08,1767.5
2022-06-09,1725.18
2022-06-12,1681.75
2022-06-13,1704.07
2022-06-14,1707.11
2022-06-16,1676.67
2022-06-19,1679.89
2022-06-20,1719.05
2022-06-21,1680.61
2022-06-22,1654.32
2022-06-23,1682.33
2022-06-26,1713.18
2022-06-27,1739.08
2022-06-28,1733.19
2022-06-29,1695.97
2022-06-30,1688.85
2022-07-03,1693.1
2022-07-04,1644.46
2022-07-05,1654.84
2022-07-06,1708.8
2022-07-07,1740.46
2022-07-10,1714.56
2022-07-11,1663.46
2022-07-12,1655.65
2022-07-13,1613.98
2022-07-14,1620.13
2022-07-17,1669.48
2022-07-18,1679.27
2022-07-19,1694.58
2022-07-20,1683.09
2022-07-21,1701.73
2022-07-24,1685.62
2022-07-25,1654.7
2022-07-26,1651.89
2022-07-27,1667.17
2022-07-28,1721.11
2022-07-31,1736.47
2022-08-01,1713.61
2022-08-02,1688.03
2022-08-03,1674.37
2022-08-04,1652.14
2022-08-07,1695.78
2022-08-08,1684.14
2022-08-09,1694.11
2022-08-10,1724.98
2022-08-11,1735.07
2022-08-15,1735.0
2022-08-16,1682.93
2022-08-17,1699.68
2022-08-18,1673.4
2022-08-21,1640.02
2022-08-22,1656.77
2022-08-23,1620.63
2022-08-24,1632.0
2022-08-25,1602.81
2022-08-28,1573.35
2022-08-29,1535.11
2022-08-30,1528.22
2022-08-31,1462.59
2022-09-01,1505.75
2022-09-04,1492.06
2022-09-05,1452.86
2022-09-06,1469.42
2022-09-07,1473.18
2022-09-08,1534.68
2022-09-11,1561.97
2022-09-12,1519.35
2022-09-13,1528.29
2022-09-14,1539.75
2022-09-15,1501.91
2022-09-18,1527.25
2022-09-19,1497.41
2022-09-20,1509.32
2022-09-21,1518.19
2022-09-22,1457.78
2022-09-25,1433.08
2022-09-26,1458.81
2022-09-27,1435.37
2022-09-28,1380.1
2022-09-29,1377.91
2022-10-02,1386.96
2022-10-03,1449.81
2022-10-04,1419.12
2022-10-05,1417.82
2022-10-06,1405.21
2022-10-09,1379.49
2022-10-10,1381.84
2022-10-11,1377.19
2022-10-12,1358.5
2022-10-13,1397.23
2022-10-16,1414.06
2022-10-17,1427.68
2022-10-18,1397.66
2022-10-19,1426.52
2022-10-20,1411.62
2022-10-23,1433.21
2022-10-24,1444.02
2022-10-25,1487.6
2022-10-26,1506.74
2022-10-27,1508.7
2022-10-30,1536.28
2022-11-01,1573.97
2022-11-02,1559.55
2022-11-03,1601.27
2022-11-06,1618.14
2022-11-07,1644.75
2022-11-08,1644.12
2022-11-09,1690.38
2022-11-13,1743.89
2022-11-14,1769.55
2022-11-15,1741.17
2022-11-16,1708.23
2022-11-17,1707.23
2022-11-20,1685.5
2022-11-21,1717.75
2022-11-22,1713.61
2022-11-23,1753.95
2022-11-24,1755.69
2022-11-27,1728.74
2022-11-28,1736.19
2022-11-29,1736.26
2022-11-30,1766.38
2022-12-01,1733.46
2022-12-04,1746.54
2022-12-05,1733.59
2022-12-06,1735.66
2022-12-07,1725.66
2022-12-08,1730.16
2022-12-11,1755.34
2022-12-12,1784.67
2022-12-13,1787.37
2022-12-14,1756.52
2022-12-15,1741.3
2022-12-18,1743.24
2022-12-19,1763.2
2022-12-20,1786.1
2022-12-21,1780.07
2022-12-22,1780.27
2022-12-26,1765.87
2022-12-27,1767.88
2022-12-28,1802.2
2022-12-29,1792.01
2023-01-01,1791.47
2023-01-02,1824.82
2023-01-03,1855.05
2023-01-04,1856.05
2023-01-08,1912.47
2023-01-09,1937.98
2023-01-10,1914.74
2023-01-11,1930.79
2023-01-12,1923.44
2023-01-15,1933.08
2023-01-16,1904.51
2023-01-17,1913.25
2023-01-18,1889.84
2023-01-19,1892.32
2023-01-22,1923.15
2023-01-23,1918.6
2023-01-24,1886.24
2023-01-25,1911.61
2023-01-26,1911.5
2023-01-29,1889.82
2023-01-30,1902.25
2023-01-31,1871.93
2023-02-01,1903.79
2023-02-02,1906.13
2023-02-05,1864.76
2023-02-06,1870.87
2023-02-07,1886.68
2023-02-08,1896.24
2023-02-09,1848.04
2023-02-12,1853.29
2023-02-13,1852.67
2023-02-14,1870.03
2023-02-15,1865.51
2023-02-16,1859.26
2023-02-19,1849.48
2023-02-20,1825.89
2023-02-21,1796.87
2023-02-22,1824.76
2023-02-23,1807.31
2023-02-26,1820.79
2023-02-27,1847.94
2023-02-28,1856.22
2023-03-01,1817.77
2023-03-02,1841.85
2023-03-05,1873.63
2023-03-06,1853.4
2023-03-07,1860.83
2023-03-08,1835.94
2023-03-09,1799.58
2023-03-12,1753.3
2023-03-13,1755.3
2023-03-14,1707.42
2023-03-15,1706.55
2023-03-16,1678.16
2023-03-19,1686.56
2023-03-20,1719.16
2023-03-21,1707.29
2023-03-22,1705.91
2023-03-23,1670.18
2023-03-26,1686.96
2023-03-27,1694.12
2023-03-28,1709.39
2023-03-29,1763.29
2023-03-30,1758.56
2023-04-02,1775.99
2023-04-03,1773.53
2023-04-04,1756.95
2023-04-05,1754.24
2023-04-10,1783.31
2023-04-11,1816.28
2023-04-12,1840.77
2023-04-13,1854.27
2023-04-16,1861.85
2023-04-17,1896.92
2023-04-18,1896.87
2023-04-19,1911.19
2023-04-20,1900.63
2023-04-23,1910.52
2023-04-24,1890.69
2023-04-25,1888.61
2023-04-26,1948.07
2023-04-27,1923.09
2023-05-01,1919.24
2023-05-03,1884.32
2023-05-04,1912.37
2023-05-07,1922.08
2023-05-08,1919.92
2023-05-09,1931.94
2023-05-10,1918.71
2023-05-11,1939.03
2023-05-14,1940.63
2023-05-15,1948.83
2023-05-16,1933.08
2023-05-17,1939.9
2023-05-18,1992.31
2023-05-21,2004.72
2023-05-22,2004.06
2023-05-23,1958.63
2023-05-24,1941.16
2023-05-25,1984.12
2023-05-28,1980.39
2023-05-29,1946.38
2023-05-30,1894.48
2023-05-31,1946.21
2023-06-01,2018.09
2023-06-04,2020.07
2023-06-05,2053.44
2023-06-06,2036.31
2023-06-08,2050.99
2023-06-11,2044.2
2023-06-12,2024.98
2023-06-13,2075.83
2023-06-14,2097.34
2023-06-15,2108.05
2023-06-18,2083.81
2023-06-19,2066.78
2023-06-20,2076.16
2023-06-21,2075.51
2023-06-22,2035.0
2023-06-25,2068.49
2023-06-26,2039.34
2023-06-27,2045.15
2023-06-28,2062.11
2023-06-29,2060.38
2023-07-02,2078.46
2023-07-03,2056.53
2023-07-04,2015.11
2023-07-05,2010.48
2023-07-06,2035.57
2023-07-09,2041.39
2023-07-10,2054.39
2023-07-11,2114.5
2023-07-12,2117.53
2023-07-13,2127.08
2023-07-16,2136.87
2023-07-17,2161.24
2023-07-18,2171.53
2023-07-19,2159.05
2023-07-20,2155.56
2023-07-23,2173.8
2023-07-24,2181.76
2023-07-25,2163.91
2023-07-26,2189.58
2023-07-27,2189.24
2023-07-30,2193.56
2023-07-31,2188.77
2023-08-01,2142.82
2023-08-02,2141.81
2023-08-03,2169.73
2023-08-06,2152.17
2023-08-07,2113.37
2023-08-08,2096.43
2023-08-09,2130.58
2023-08-10,2105.31
2023-08-13,2087.01
2023-08-15,2044.35
2023-08-16,2021.15
2023-08-17,2014.55
2023-08-20,2015.21
2023-08-21,2009.59
2023-08-22,2012.34
2023-08-23,2009.58
2023-08-24,2000.42
2023-08-27,2039.32
2023-08-28,2042.08
2023-08-29,2049.96
2023-08-30,2027.38
2023-08-31,2050.94
2023-09-03,2025.59
2023-09-04,2006.27
2023-09-05,1958.07
2023-09-06,1927.39
2023-09-07,1943.99
2023-09-10,1941.79
2023-09-11,1949.57
2023-09-12,1949.65
2023-09-13,1967.77
2023-09-14,1975.05
2023-09-17,1943.94
2023-09-18,1930.86
2023-09-19,1975.57
2023-09-20,1949.56
2023-09-21,1949.25
2023-09-24,1925.22
2023-09-25,1928.42
2023-09-26,1898.92
2023-09-27,1884.74
2023-09-28,1915.6
2023-10-01,1873.32
2023-10-02,1864.31
2023-10-03,1879.35
2023-10-04,1864.65
2023-10-05,1870.43
2023-10-08,1909.41
2023-10-09,1960.21
2023-10-10,1976.83
2023-10-11,1960.94
2023-10-12,1974.56
2023-10-15,2079.49
2023-10-16,2118.37
2023-10-17,2094.62
2023-10-18,2051.4
2023-10-19,2028.92
2023-10-22,2021.14
2023-10-23,2059.53
2023-10-24,2096.22
2023-10-25,2120.96
2023-10-26,2103.73
2023-10-29,2126.47
2023-10-30,2149.73
2023-11-01,2158.41
2023-11-02,2177.29
2023-11-05,2186.01
2023-11-06,2168.12
2023-11-07,2140.2
2023-11-08,2170.91
2023-11-09,2141.09
2023-11-12,2132.7
2023-11-13,2236.12
2023-11-14,2218.61
2023-11-15,2217.16
2023-11-16,2228.28
2023-11-19,2250.55
2023-11-20,2240.99
2023-11-21,2241.16
2023-11-22,2225.6
2023-11-23,2228.01
2023-11-26,2208.05
2023-11-27,2239.69
2023-11-28,2222.44
2023-11-29,2215.25
2023-11-30,2285.98
2023-12-03,2281.04
2023-12-04,2298.78
2023-12-05,2309.81
2023-12-06,2288.84
2023-12-07,2306.05
2023-12-10,2313.32
2023-12-11,2293.66
2023-12-12,2298.31
2023-12-13,2312.56
2023-12-14,2320.45
2023-12-17,2334.5
2023-12-18,2354.57
2023-12-19,2346.52
2023-12-20,2348.67
2023-12-21,2346.7
2023-12-26,2371.28
2023-12-27,2356.32
2023-12-28,2342.99
2024-01-01,2303.41
2024-01-02,2295.12
2024-01-03,2282.23
2024-01-04,2274.59
2024-01-07,2279.86
2024-01-08,2288.2
2024-01-09,2270.82
2024-01-10,2246.21
2024-01-11,2248.58
2024-01-14,2216.01
2024-01-15,2208.54
2024-01-16,2167.71
2024-01-17,2191.26
2024-01-18,2200.91
2024-01-21,2205.03
2024-01-22,2196.27
2024-01-23,2213.36
2024-01-24,2206.18
2024-01-25,2223.47
2024-01-28,2213.17
2024-01-29,2235.83
2024-01-30,2279.86
2024-01-31,2306.07
2024-02-01,2350.44
2024-02-04,2329.72
2024-02-05,2332.22
2024-02-06,2347.31
2024-02-07,2318.89
2024-02-08,2309.39
2024-02-11,2345.13
2024-02-12,2300.09
2024-02-13,2347.65
2024-02-14,2345.75
2024-02-15,2371.05
2024-02-18,2387.94
2024-02-19,2423.18
2024-02-20,2411.43
2024-02-21,2447.32
2024-02-22,2476.82
2024-02-25,2464.05
2024-02-26,2457.83
2024-02-27,2412.0
2024-02-28,2418.1
2024-02-29,2424.7
2024-03-03,2398.38
2024-03-04,2367.74
2024-03-05,2371.37
2024-03-06,2336.23
2024-03-07,2351.65
2024-03-10,2370.39
2024-03-11,2425.09
2024-03-12,2408.31
2024-03-13,2412.33
2024-03-14,2350.97
2024-03-17,2350.87
2024-03-18,2335.74
2024-03-19,2341.35
2024-03-20,2409.74
2024-03-21,2377.69
2024-03-24,2343.24
2024-03-25,2387.64
2024-03-26,2394.81
2024-03-27,2436.05
2024-04-01,2434.77
2024-04-02,2433.78
2024-04-03,2469.3
2024-04-04,2470.75
2024-04-07,2507.13
2024-04-08,2475.42
2024-04-09,2500.26
2024-04-10,2468.31
2024-04-11,2446.16
2024-04-14,2453.31
2024-04-15,2392.5
2024-04-16,2432.32
2024-04-17,2460.99
2024-04-18,2464.04
2024-04-21,2508.34
2024-04-22,2492.3
2024-04-23,2469.17
2024-04-24,2446.93
2024-04-25,2479.1
2024-04-28,2507.84
2024-04-29,2476.29
2024-05-01,2470.52
2024-05-05,2547.53
2024-05-06,2536.99
2024-05-07,2550.72
2024-05-08,2565.64
2024-05-09,2523.05
2024-05-12,2547.1
2024-05-13,2557.21
2024-05-14,2555.32
2024-05-15,2562.83
2024-05-16,2574.96
2024-05-19,2593.1
2024-05-20,2567.52
2024-05-21,2552.7
2024-05-22,2541.37
2024-05-23,2528.8
2024-05-26,2530.08
2024-05-27,2505.97
2024-05-28,2463.98
2024-05-30,2485.53
2024-06-02,2496.92
2024-06-03,2433.81
2024-06-04,2445.33
2024-06-05,2462.49
2024-06-06,2428.84
2024-06-09,2428.58
2024-06-10,2402.91
2024-06-11,2442.89
2024-06-12,2401.63
2024-06-13,2413.73
2024-06-16,2458.79
2024-06-17,2455.11
2024-06-18,2491.74
2024-06-19,2497.82
2024-06-20,2489.91
2024-06-23,2542.42
2024-06-24,2547.21
2024-06-25,2541.43
2024-06-26,2547.78
2024-06-27,2561.27
2024-06-30,2553.09
2024-07-01,2528.44
2024-07-02,2543.64
2024-07-03,2549.11
2024-07-04,2518.89
2024-07-07,2539.4
2024-07-08,2543.85
2024-07-09,2521.39
2024-07-10,2547.69
2024-07-11,2566.19
2024-07-14,2569.86
2024-07-15,2485.93
2024-07-16,2454.63
2024-07-17,2496.44
2024-07-18,2476.38
2024-07-21,2481.28
2024-07-22,2445.06
2024-07-23,2431.72
2024-07-24,2415.63
2024-07-25,2407.15
2024-07-28,2419.12
2024-07-29,2384.77
2024-07-30,2421.49
2024-07-31,2374.62
2024-08-01,2339.16
2024-08-04,2266.27
2024-08-05,2237.76
2024-08-06,2236.35
2024-08-07,2264.1
2024-08-08,2258.52
2024-08-11,2335.65
2024-08-12,2330.32
2024-08-13,2344.14
2024-08-15,2421.06
2024-08-18,2426.89
2024-08-19,2383.43
2024-08-20,2401.57
2024-08-21,2400.05
2024-08-22,2401.25
2024-08-25,2395.38
2024-08-26,2396.22
2024-08-27,2383.94
2024-08-28,2403.14
2024-08-29,2412.16
2024-09-01,2456.07
2024-09-02,2409.5
2024-09-03,2403.12
2024-09-04,2371.94
2024-09-05,2318.2
2024-09-08,2330.89
2024-09-09,2307.54
2024-09-10,2262.33
2024-09-11,2294.32
2024-09-12,2336.62
2024-09-15,2294.76
2024-09-16,2334.86
2024-09-17,2326.69
2024-09-18,2326.8
2024-09-19,2279.98
2024-09-22,2286.81
2024-09-23,2337.49
2024-09-24,2346.26
2024-09-25,2366.47
2024-09-26,2382.95
2024-09-29,2324.13
2024-09-30,2315.86
2024-10-01,2317.7
2024-10-02,2280.66
2024-10-03,2291.53
2024-10-06,2291.51
2024-10-07,2284.75
2024-10-08,2321.28
2024-10-09,2308.16
2024-10-10,2333.75
2024-10-13,2327.5
2024-10-14,2322.68
2024-10-15,2341.0
2024-10-16,2283.98
2024-10-17,2303.33
2024-10-20,2278.75
2024-10-21,2250.38
2024-10-22,2256.21
2024-10-23,2245.55
2024-10-24,2245.25
2024-10-27,2245.79
2024-10-28,2284.76
2024-10-29,2230.54
2024-10-30,2205.47
2024-11-03,2252.86
2024-11-04,2236.48
2024-11-05,2241.24
2024-11-06,2310.43
2024-11-07,2298.3
2024-11-11,2255.73
2024-11-12,2232.69
2024-11-13,2247.93
2024-11-14,2188.75
2024-11-17,2184.7
2024-11-18,2123.35
2024-11-19,2144.68
2024-11-20,2178.03
2024-11-21,2194.06
2024-11-24,2202.76
2024-11-25,2199.85
2024-11-26,2186.69
2024-11-27,2187.08
2024-11-28,2191.12
2024-12-01,2247.36
2024-12-02,2240.58
2024-12-03,2268.14
2024-12-04,2310.78
2024-12-05,2310.0
2024-12-08,2315.74
2024-12-09,2317.3
2024-12-10,2296.1
2024-12-11,2276.69
2024-12-12,2273.12
2024-12-15,2270.66
2024-12-16,2211.89
2024-12-17,2226.58
2024-12-18,2225.51
2024-12-19,2200.39
2024-12-22,2202.17
2024-12-26,2204.19
2024-12-29,2192.01
